,id,word,classification
0,6.467104102723338e+17,el,neg
1,6.467104102723338e+17,director,neg
2,6.467104102723338e+17,de,neg
3,6.467104102723338e+17,en,neg
4,6.467104102723338e+17,la,neg
5,6.467104102723338e+17,de,neg
6,6.46710414655533e+17,el,neg
7,6.46710414655533e+17,de,neg
8,6.46710414655533e+17,main,neg
9,6.46710414655533e+17,el,neg
10,6.46710414655533e+17,de,neg
11,6.46710414655533e+17,las,neg
12,6.46710414655533e+17,de,neg
13,6.46710414655533e+17,en,neg
14,6.467104159808922e+17,el,neg
15,6.467104159808922e+17,ceo,neg
16,6.467104159808922e+17,de,neg
17,6.467104159808922e+17,el,neg
18,6.467104159808922e+17,de,neg
19,6.467104159808922e+17,las,neg
20,6.467104145924792e+17,software,neg
21,6.467104145924792e+17,para,neg
22,6.467104168238408e+17,el,neg
23,6.467104168238408e+17,director,neg
24,6.467104168238408e+17,de,neg
25,6.467104168238408e+17,en,neg
26,6.467104168238408e+17,la,neg
27,6.467104168238408e+17,de,neg
28,6.467104220205793e+17,el,neg
29,6.467104220205793e+17,director,neg
30,6.467104220205793e+17,de,neg
31,6.467104220205793e+17,en,neg
32,6.467104220205793e+17,la,neg
33,6.467104220205793e+17,de,neg
34,6.467104261100257e+17,el,neg
35,6.467104261100257e+17,director,neg
36,6.467104261100257e+17,de,neg
37,6.467104261100257e+17,en,neg
38,6.467104261100257e+17,la,neg
39,6.467104261100257e+17,de,neg
40,6.467104265086362e+17,el,neg
41,6.467104265086362e+17,de,neg
42,6.467104265086362e+17,el,neg
43,6.467104265086362e+17,de,neg
44,6.467104265086362e+17,la,neg
45,6.467104313027297e+17,en,neg
46,6.467104313027297e+17,el,neg
47,6.467104313027297e+17,de,neg
48,6.467104357989089e+17,el,neg
49,6.467104357989089e+17,director,neg
50,6.467104357989089e+17,de,neg
51,6.467104357989089e+17,en,neg
52,6.467104357989089e+17,la,neg
53,6.467104357989089e+17,de,neg
54,6.467104424384512e+17,el,neg
55,6.467104424384512e+17,director,neg
56,6.467104424384512e+17,de,neg
57,6.467104424384512e+17,en,neg
58,6.467104424384512e+17,la,neg
59,6.467104424384512e+17,de,neg
60,6.467104429627802e+17,cuba,neg
61,6.467104429627802e+17,el,neg
62,6.467104429627802e+17,de,neg
63,6.467104429627802e+17,main,neg
64,6.467104429627802e+17,el,neg
65,6.467104429627802e+17,de,neg
66,6.4671044854972e+17,el,neg
67,6.4671044854972e+17,president,neg
68,6.4671044854972e+17,de,neg
69,6.4671044854972e+17,de,neg
70,6.4671044854972e+17,les,neg
71,6.4671044854972e+17,de,neg
72,6.4671044854972e+17,les,neg
73,6.4671044854972e+17,emissions,neg
74,6.4671044854972e+17,de,neg
75,6.4671044854972e+17,vehicles,neg
76,6.467104535449723e+17,el,neg
77,6.467104535449723e+17,director,neg
78,6.467104535449723e+17,de,neg
79,6.467104535449723e+17,en,neg
80,6.467104535449723e+17,la,neg
81,6.467104535449723e+17,de,neg
82,6.467104535953121e+17,el,neg
83,6.467104535953121e+17,director,neg
84,6.467104535953121e+17,de,neg
85,6.467104535953121e+17,en,neg
86,6.467104535953121e+17,la,neg
87,6.467104535953121e+17,de,neg
88,6.467104594044232e+17,el,neg
89,6.467104594044232e+17,director,neg
90,6.467104594044232e+17,de,neg
91,6.467104594044232e+17,en,neg
92,6.467104594044232e+17,la,neg
93,6.467104594044232e+17,de,neg
94,6.467104609690419e+17,el,neg
95,6.467104609690419e+17,main,neg
96,6.46710462344663e+17,el,neg
97,6.46710462344663e+17,de,neg
98,6.46710462344663e+17,el,neg
99,6.46710462344663e+17,de,neg
100,6.46710462344663e+17,en,neg
101,6.467104641315308e+17,cargo,neg
102,6.467104693617009e+17,el,neg
103,6.467104693617009e+17,director,neg
104,6.467104693617009e+17,de,neg
105,6.467104693617009e+17,en,neg
106,6.467104693617009e+17,la,neg
107,6.467104693617009e+17,de,neg
108,6.467104714170122e+17,el,neg
109,6.467104714170122e+17,de,neg
110,6.467104714170122e+17,para,neg
111,6.467104714170122e+17,red,neg
112,6.467104714170122e+17,bull,neg
113,6.467104722934866e+17,el,neg
114,6.467104722934866e+17,director,neg
115,6.467104722934866e+17,de,neg
116,6.467104722934866e+17,en,neg
117,6.467104722934866e+17,la,neg
118,6.467104722934866e+17,de,neg
119,6.467104770792202e+17,el,neg
120,6.467104770792202e+17,director,neg
121,6.467104770792202e+17,de,neg
122,6.467104770792202e+17,en,neg
123,6.467104770792202e+17,la,neg
124,6.467104770792202e+17,de,neg
125,6.467104789121434e+17,un,pos
126,6.467104789121434e+17,da,pos
127,6.467104789121434e+17,a,pos
128,6.467104789121434e+17,de,pos
129,6.467104785683333e+17,el,neg
130,6.467104785683333e+17,de,neg
131,6.467104785683333e+17,el,neg
132,6.467104785683333e+17,de,neg
133,6.467104785683333e+17,en,neg
134,6.467104843143578e+17,el,neg
135,6.467104843143578e+17,director,neg
136,6.467104843143578e+17,de,neg
137,6.467104843143578e+17,en,neg
138,6.467104843143578e+17,la,neg
139,6.467104843143578e+17,de,neg
140,6.467104854302392e+17,la,neg
141,6.467104854302392e+17,de,neg
142,6.467104854302392e+17,a,neg
143,6.467104856735048e+17,main,neg
144,6.467104856735048e+17,ceo,neg
145,6.467104856735048e+17,de,neg
146,6.467104870827336e+17,el,neg
147,6.467104870827336e+17,de,neg
148,6.467104870827336e+17,de,neg
149,6.467104886472663e+17,de,neg
150,6.467104886472663e+17,sus,neg
151,6.467104886472663e+17,autos,neg
152,6.467104886472663e+17,a,neg
153,6.467104886472663e+17,con,neg
154,6.467104886472663e+17,un,neg
155,6.467104886472663e+17,software,neg
156,6.467104886472663e+17,para,neg
157,6.467104886472663e+17,control,neg
158,6.467104886472663e+17,de,neg
159,6.467104886472663e+17,co2,neg
160,6.467104918096404e+17,el,neg
161,6.467104918096404e+17,director,neg
162,6.467104918096404e+17,de,neg
163,6.467104918096404e+17,en,neg
164,6.467104918096404e+17,la,neg
165,6.467104918096404e+17,de,neg
166,6.467104948882022e+17,el,neg
167,6.467104948882022e+17,director,neg
168,6.467104948882022e+17,de,neg
169,6.467104948882022e+17,en,neg
170,6.467104948882022e+17,la,neg
171,6.467104948882022e+17,de,neg
172,6.467105020185395e+17,el,neg
173,6.467105020185395e+17,director,neg
174,6.467105020185395e+17,de,neg
175,6.467105020185395e+17,en,neg
176,6.467105020185395e+17,la,neg
177,6.467105020185395e+17,de,neg
178,6.467105059780895e+17,el,neg
179,6.467105059780895e+17,de,neg
180,6.467105059780895e+17,el,neg
181,6.467105059780895e+17,de,neg
182,6.467105085365002e+17,el,neg
183,6.467105085365002e+17,director,neg
184,6.467105085365002e+17,de,neg
185,6.467105085365002e+17,en,neg
186,6.467105085365002e+17,la,neg
187,6.467105085365002e+17,de,neg
188,6.46710511828992e+17,11,neg
189,6.46710511828992e+17,de,neg
190,6.46710511828992e+17,en,neg
191,6.46710511828992e+17,el,neg
192,6.467105132971745e+17,el,neg
193,6.467105132971745e+17,de,neg
194,6.467105132971745e+17,el,neg
195,6.467105132971745e+17,de,neg
196,6.467105132971745e+17,gases,neg
197,6.467105153019044e+17,el,neg
198,6.467105153019044e+17,director,neg
199,6.467105153019044e+17,de,neg
200,6.467105153019044e+17,en,neg
201,6.467105153019044e+17,la,neg
202,6.467105153019044e+17,de,neg
203,6.467105203518218e+17,el,neg
204,6.467105203518218e+17,director,neg
205,6.467105203518218e+17,de,neg
206,6.467105203518218e+17,en,neg
207,6.467105203518218e+17,la,neg
208,6.467105203518218e+17,de,neg
209,6.467105229734543e+17,va,neg
210,6.467105229734543e+17,a,neg
211,6.467105229734543e+17,de,neg
212,6.467105229734543e+17,das,neg
213,6.467105229734543e+17,auto,neg
214,6.467105229734543e+17,a,neg
215,6.467105229734543e+17,el,neg
216,6.467105229734543e+17,de,neg
217,6.467105229734543e+17,y,neg
218,6.46710524902699e+17,el,neg
219,6.46710524902699e+17,director,neg
220,6.46710524902699e+17,de,neg
221,6.46710524902699e+17,en,neg
222,6.46710524902699e+17,la,neg
223,6.46710524902699e+17,de,neg
224,6.467105321211044e+17,el,neg
225,6.467105321211044e+17,director,neg
226,6.467105321211044e+17,de,neg
227,6.467105321211044e+17,en,neg
228,6.467105321211044e+17,la,neg
229,6.467105321211044e+17,de,neg
230,6.467105359506145e+17,el,neg
231,6.467105359506145e+17,ceo,neg
232,6.467105359506145e+17,de,neg
233,6.467105359506145e+17,el,neg
234,6.467105359506145e+17,de,neg
235,6.467105359506145e+17,las,neg
236,6.467105359506145e+17,en,neg
237,6.467105367349658e+17,el,neg
238,6.467105367349658e+17,de,neg
239,6.467105367349658e+17,de,neg
240,6.46710537380696e+17,el,neg
241,6.46710537380696e+17,director,neg
242,6.46710537380696e+17,de,neg
243,6.46710537380696e+17,en,neg
244,6.46710537380696e+17,la,neg
245,6.46710537380696e+17,de,neg
246,6.467105405726966e+17,el,neg
247,6.467105405726966e+17,de,neg
248,6.467105405726966e+17,el,neg
249,6.467105405726966e+17,mayor,neg
250,6.467105405726966e+17,de,neg
251,6.467105405726966e+17,la,neg
252,6.467105405726966e+17,de,neg
253,6.467105405726966e+17,la,neg
254,6.467105427872154e+17,el,neg
255,6.467105427872154e+17,director,neg
256,6.467105427872154e+17,de,neg
257,6.467105427872154e+17,en,neg
258,6.467105427872154e+17,la,neg
259,6.467105427872154e+17,de,neg
260,6.467105486088684e+17,el,neg
261,6.467105486088684e+17,director,neg
262,6.467105486088684e+17,de,neg
263,6.467105486088684e+17,en,neg
264,6.467105486088684e+17,la,neg
265,6.467105486088684e+17,de,neg
266,6.467105486090035e+17,el,neg
267,6.467105486090035e+17,de,neg
268,6.467105486090035e+17,el,neg
269,6.467105486090035e+17,de,neg
270,6.467105486090035e+17,de,neg
271,6.467105486090035e+17,en,neg
272,6.467107523725189e+17,de,neg
273,6.467107523725189e+17,el,neg
274,6.467107523725189e+17,de,neg
275,6.467107523725189e+17,de,neg
276,6.467107522884895e+17,el,neg
277,6.467107522884895e+17,de,neg
278,6.467107522884895e+17,el,neg
279,6.467107522884895e+17,de,neg
280,6.467107522884895e+17,las,neg
281,6.467107522884895e+17,de,neg
282,6.467107522884895e+17,gases,neg
283,6.467107534964695e+17,el,neg
284,6.467107534964695e+17,director,neg
285,6.467107534964695e+17,de,neg
286,6.467107534964695e+17,en,neg
287,6.467107534964695e+17,la,neg
288,6.467107534964695e+17,de,neg
289,6.467107530014761e+17,el,neg
290,6.467107530014761e+17,de,neg
291,6.467107530014761e+17,el,neg
292,6.467107530014761e+17,de,neg
293,6.467107530014761e+17,las,neg
294,6.467107530014761e+17,de,neg
295,6.467107530014761e+17,gases,neg
296,6.467107568182886e+17,el,neg
297,6.467107568182886e+17,de,neg
298,6.467107568182886e+17,el,neg
299,6.467107568182886e+17,de,neg
300,6.467107568182886e+17,las,neg
301,6.467107568182886e+17,de,neg
302,6.467107568182886e+17,gases,neg
303,6.467107565499023e+17,de,neg
304,6.467107565499023e+17,no,neg
305,6.467107565499023e+17,y,neg
306,6.467107632565494e+17,el,neg
307,6.467107632565494e+17,director,neg
308,6.467107632565494e+17,de,neg
309,6.467107632565494e+17,en,neg
